Car_id,customer_id,Dealer_No ,Date,Price ($)
C_CND_016811,16811,78758-7841,8/18/2023,31000
C_CND_016812,16812,53546-9427,8/18/2023,33000
C_CND_016813,16813,53546-9427,8/18/2023,12000
C_CND_016814,16814,85257-3102,8/18/2023,10000
C_CND_016815,16815,78758-7841,8/18/2023,34000
C_CND_016816,16816,06457-3834,8/18/2023,31000
C_CND_016817,16817,06457-3834,8/18/2023,16000
C_CND_016818,16818,38701-8047,8/18/2023,15000
C_CND_016819,16819,85257-3102,8/18/2023,45000
C_CND_016820,16820,53546-9427,8/18/2023,27000
C_CND_016821,16821,85257-3102,8/18/2023,23000
C_CND_016822,16822,85257-3102,8/18/2023,15000
C_CND_016823,16823,38701-8047,8/18/2023,17000
C_CND_016824,16824,53546-9427,8/18/2023,26000
C_CND_016825,16825,60504-7114,8/18/2023,13000
C_CND_016826,16826,38701-8047,8/18/2023,20000
C_CND_016827,16827,99301-3882,8/18/2023,14000
C_CND_016828,16828,53546-9427,8/18/2023,19000
C_CND_016829,16829,78758-7841,8/18/2023,43000
C_CND_016830,16830,06457-3834,8/18/2023,16000
C_CND_016831,16831,85257-3102,8/19/2023,26000
C_CND_016832,16832,06457-3834,8/19/2023,14001
C_CND_016833,16833,60504-7114,8/19/2023,24001
C_CND_016834,16834,85257-3102,8/19/2023,21000
C_CND_016835,16835,78758-7841,8/19/2023,25000
C_CND_016836,16836,99301-3882,8/19/2023,42000
C_CND_016837,16837,99301-3882,8/19/2023,31000
C_CND_016838,16838,53546-9427,8/19/2023,17500
C_CND_016839,16839,85257-3102,8/19/2023,22000
C_CND_016840,16840,38701-8047,8/19/2023,20001
C_CND_016841,16841,99301-3882,8/19/2023,18001
C_CND_016842,16842,53546-9427,8/19/2023,16001
C_CND_016843,16843,53546-9427,8/19/2023,21000
C_CND_016844,16844,38701-8047,8/19/2023,33000
C_CND_016845,16845,60504-7114,8/19/2023,22001
C_CND_016846,16846,38701-8047,8/20/2023,22501
C_CND_016847,16847,60504-7114,8/20/2023,36500
C_CND_016848,16848,78758-7841,8/20/2023,14000
C_CND_016849,16849,85257-3102,8/20/2023,22000
C_CND_016850,16850,53546-9427,8/20/2023,17000
C_CND_016851,16851,99301-3882,8/21/2023,21001
C_CND_016852,16852,53546-9427,8/21/2023,13001
C_CND_016853,16853,99301-3882,8/21/2023,25000
C_CND_016854,16854,78758-7841,8/21/2023,45000
C_CND_016855,16855,06457-3834,8/21/2023,34500
C_CND_016856,16856,60504-7114,8/21/2023,21001
C_CND_016857,16857,38701-8047,8/21/2023,10001
C_CND_016858,16858,60504-7114,8/21/2023,18001
C_CND_016859,16859,53546-9427,8/21/2023,60101
C_CND_016860,16860,85257-3102,8/21/2023,24001
C_CND_016861,16861,78758-7841,8/21/2023,46001
C_CND_016862,16862,53546-9427,8/21/2023,23001
C_CND_016863,16863,38701-8047,8/21/2023,12000
C_CND_016864,16864,99301-3882,8/21/2023,21000
C_CND_016865,16865,53546-9427,8/21/2023,17000
C_CND_016866,16866,38701-8047,8/21/2023,35000
C_CND_016867,16867,06457-3834,8/21/2023,14000
C_CND_016868,16868,60504-7114,8/21/2023,41000
C_CND_016869,16869,38701-8047,8/21/2023,45500
C_CND_016870,16870,99301-3882,8/21/2023,22250
C_CND_016871,16871,53546-9427,8/21/2023,25000
C_CND_016872,16872,85257-3102,8/21/2023,12000
C_CND_016873,16873,78758-7841,8/21/2023,26500
C_CND_016874,16874,06457-3834,8/21/2023,42000
C_CND_016875,16875,06457-3834,8/21/2023,19000
C_CND_016876,16876,60504-7114,8/21/2023,22000
C_CND_016877,16877,38701-8047,8/21/2023,45000
C_CND_016878,16878,99301-3882,8/21/2023,19500
C_CND_016879,16879,53546-9427,8/21/2023,12250
C_CND_016880,16880,85257-3102,8/21/2023,12000
C_CND_016881,16881,78758-7841,8/21/2023,19500
C_CND_016882,16882,38701-8047,8/21/2023,45000
C_CND_016883,16883,85257-3102,8/21/2023,51000
C_CND_016884,16884,78758-7841,8/21/2023,9000
C_CND_016885,16885,06457-3834,8/21/2023,24500
C_CND_016886,16886,60504-7114,8/21/2023,31000
C_CND_016887,16887,60504-7114,8/21/2023,75001
C_CND_016888,16888,06457-3834,8/21/2023,11000
C_CND_016889,16889,60504-7114,8/21/2023,31000
C_CND_016890,16890,38701-8047,8/21/2023,26500
C_CND_016891,16891,99301-3882,8/21/2023,19000
C_CND_016892,16892,53546-9427,8/21/2023,31000
C_CND_016893,16893,85257-3102,8/21/2023,14000
C_CND_016894,16894,78758-7841,8/21/2023,24000
C_CND_016895,16895,06457-3834,8/21/2023,12000
C_CND_016896,16896,60504-7114,8/21/2023,14000
C_CND_016897,16897,38701-8047,8/21/2023,42800
C_CND_016898,16898,38701-8047,8/21/2023,17001
C_CND_016899,16899,85257-3102,8/21/2023,12500
C_CND_016900,16900,78758-7841,8/21/2023,42000
C_CND_016901,16901,06457-3834,8/21/2023,21000
C_CND_016902,16902,60504-7114,8/21/2023,39000
C_CND_016903,16903,38701-8047,8/21/2023,19000
C_CND_016904,16904,99301-3882,8/21/2023,26000
C_CND_016905,16905,53546-9427,8/21/2023,43000
C_CND_016906,16906,85257-3102,8/21/2023,54000
C_CND_016907,16907,78758-7841,8/21/2023,22000
C_CND_016908,16908,06457-3834,8/21/2023,71000
C_CND_016909,16909,60504-7114,8/21/2023,17000
C_CND_016910,16910,38701-8047,8/21/2023,22000
C_CND_016911,16911,85257-3102,8/22/2023,22601
C_CND_016912,16912,78758-7841,8/22/2023,22501
C_CND_016913,16913,06457-3834,8/22/2023,17001
C_CND_016914,16914,60504-7114,8/22/2023,51001
C_CND_016915,16915,38701-8047,8/22/2023,25001
C_CND_016916,16916,99301-3882,8/22/2023,39801
C_CND_016917,16917,53546-9427,8/22/2023,20001
C_CND_016918,16918,85257-3102,8/22/2023,43001
C_CND_016919,16919,99301-3882,8/22/2023,22500
C_CND_016920,16920,53546-9427,8/22/2023,44000
C_CND_016921,16921,85257-3102,8/22/2023,27000
C_CND_016922,16922,53546-9427,8/22/2023,19600
C_CND_016923,16923,85257-3102,8/22/2023,26000
C_CND_016924,16924,78758-7841,8/22/2023,20500
C_CND_016925,16925,06457-3834,8/22/2023,28750
C_CND_016926,16926,60504-7114,8/22/2023,43000
C_CND_016927,16927,38701-8047,8/22/2023,14000
C_CND_016928,16928,99301-3882,8/22/2023,46000
C_CND_016929,16929,53546-9427,8/22/2023,16000
C_CND_016930,16930,85257-3102,8/22/2023,23000
C_CND_016931,16931,78758-7841,8/22/2023,17000
C_CND_016932,16932,99301-3882,8/22/2023,27000
C_CND_016933,16933,60504-7114,8/22/2023,9000
C_CND_016934,16934,38701-8047,8/22/2023,43000
C_CND_016935,16935,53546-9427,8/22/2023,61001
C_CND_016936,16936,53546-9427,8/22/2023,20001
C_CND_016937,16937,78758-7841,8/22/2023,25500
C_CND_016938,16938,53546-9427,8/22/2023,17000
C_CND_016939,16939,85257-3102,8/22/2023,16000
C_CND_016940,16940,78758-7841,8/22/2023,22000
C_CND_016941,16941,06457-3834,8/22/2023,45000
C_CND_016942,16942,53546-9427,8/22/2023,28000
C_CND_016943,16943,99301-3882,8/22/2023,24100
C_CND_016944,16944,53546-9427,8/22/2023,19000
C_CND_016945,16945,85257-3102,8/22/2023,20000
C_CND_016946,16946,78758-7841,8/22/2023,12000
C_CND_016947,16947,53546-9427,8/22/2023,22000
C_CND_016948,16948,99301-3882,8/22/2023,29000
C_CND_016949,16949,85257-3102,8/22/2023,24000
C_CND_016950,16950,06457-3834,8/22/2023,19000
C_CND_016951,16951,78758-7841,8/23/2023,27001
C_CND_016952,16952,06457-3834,8/23/2023,28001
C_CND_016953,16953,60504-7114,8/23/2023,44001
C_CND_016954,16954,38701-8047,8/23/2023,31001
C_CND_016955,16955,99301-3882,8/23/2023,19001
C_CND_016956,16956,53546-9427,8/23/2023,26001
C_CND_016957,16957,85257-3102,8/23/2023,69001
C_CND_016958,16958,78758-7841,8/23/2023,22001
C_CND_016959,16959,06457-3834,8/23/2023,21001
C_CND_016960,16960,60504-7114,8/23/2023,21001
C_CND_016961,16961,78758-7841,8/23/2023,25000
C_CND_016962,16962,99301-3882,8/23/2023,17001
C_CND_016963,16963,53546-9427,8/23/2023,60001
C_CND_016964,16964,85257-3102,8/23/2023,27001
C_CND_016965,16965,78758-7841,8/23/2023,21001
C_CND_016966,16966,06457-3834,8/23/2023,29001
C_CND_016967,16967,38701-8047,8/23/2023,25000
C_CND_016968,16968,99301-3882,8/23/2023,12000
C_CND_016969,16969,53546-9427,8/23/2023,39000
C_CND_016970,16970,85257-3102,8/23/2023,60000
C_CND_016971,16971,78758-7841,8/23/2023,27000
C_CND_016972,16972,06457-3834,8/23/2023,36000
C_CND_016973,16973,53546-9427,8/23/2023,21001
C_CND_016974,16974,85257-3102,8/23/2023,15201
C_CND_016975,16975,78758-7841,8/23/2023,12000
C_CND_016976,16976,38701-8047,8/23/2023,21000
C_CND_016977,16977,60504-7114,8/23/2023,62000
C_CND_016978,16978,38701-8047,8/23/2023,43000
C_CND_016979,16979,99301-3882,8/23/2023,19000
C_CND_016980,16980,78758-7841,8/23/2023,42000
C_CND_016981,16981,85257-3102,8/23/2023,18000
C_CND_016982,16982,06457-3834,8/23/2023,26000
C_CND_016983,16983,99301-3882,8/23/2023,33000
C_CND_016984,16984,53546-9427,8/23/2023,12000
C_CND_016985,16985,85257-3102,8/23/2023,25000
C_CND_016986,16986,53546-9427,8/23/2023,26000
C_CND_016987,16987,60504-7114,8/23/2023,28000
C_CND_016988,16988,99301-3882,8/23/2023,21500
C_CND_016989,16989,38701-8047,8/23/2023,9000
C_CND_016990,16990,99301-3882,8/23/2023,75000
C_CND_016991,16991,53546-9427,8/23/2023,11000
C_CND_016992,16992,85257-3102,8/23/2023,26500
C_CND_016993,16993,78758-7841,8/23/2023,16000
C_CND_016994,16994,85257-3102,8/23/2023,22500
C_CND_016995,16995,60504-7114,8/23/2023,26000
C_CND_016996,16996,78758-7841,8/23/2023,33000
C_CND_016997,16997,99301-3882,8/23/2023,31000
C_CND_016998,16998,53546-9427,8/23/2023,69000
C_CND_016999,16999,38701-8047,8/23/2023,62000
C_CND_017000,17000,99301-3882,8/23/2023,22500
C_CND_017001,17001,85257-3102,8/23/2023,22000
C_CND_017002,17002,60504-7114,8/23/2023,19000
C_CND_017003,17003,78758-7841,8/23/2023,16000
C_CND_017004,17004,06457-3834,8/23/2023,57000
C_CND_017005,17005,60504-7114,8/23/2023,62000
C_CND_017006,17006,38701-8047,8/23/2023,69000
C_CND_017007,17007,99301-3882,8/23/2023,20000
C_CND_017008,17008,53546-9427,8/23/2023,28000
C_CND_017009,17009,85257-3102,8/23/2023,16000
C_CND_017010,17010,38701-8047,8/23/2023,19500
C_CND_017011,17011,06457-3834,8/23/2023,11000
C_CND_017012,17012,60504-7114,8/23/2023,22000
C_CND_017013,17013,38701-8047,8/23/2023,22000
C_CND_017014,17014,99301-3882,8/23/2023,22000
C_CND_017015,17015,60504-7114,8/23/2023,21000
C_CND_017016,17016,85257-3102,8/23/2023,22000
C_CND_017017,17017,78758-7841,8/23/2023,26000
C_CND_017018,17018,53546-9427,8/23/2023,20000
C_CND_017019,17019,85257-3102,8/23/2023,14000
C_CND_017020,17020,78758-7841,8/23/2023,51000
C_CND_017021,17021,06457-3834,8/23/2023,31000
C_CND_017022,17022,60504-7114,8/23/2023,19000
C_CND_017023,17023,38701-8047,8/23/2023,13000
C_CND_017024,17024,85257-3102,8/23/2023,75501
C_CND_017025,17025,53546-9427,8/23/2023,32000
C_CND_017026,17026,85257-3102,8/23/2023,29000
C_CND_017027,17027,78758-7841,8/23/2023,22000
C_CND_017028,17028,06457-3834,8/23/2023,23000
C_CND_017029,17029,60504-7114,8/23/2023,36000
C_CND_017030,17030,38701-8047,8/23/2023,19000
C_CND_017031,17031,60504-7114,8/26/2023,22001
C_CND_017032,17032,38701-8047,8/26/2023,37001
C_CND_017033,17033,99301-3882,8/26/2023,13001
C_CND_017034,17034,53546-9427,8/26/2023,24001
C_CND_017035,17035,85257-3102,8/26/2023,9001
C_CND_017036,17036,06457-3834,8/26/2023,19000
C_CND_017037,17037,06457-3834,8/26/2023,19001
C_CND_017038,17038,60504-7114,8/26/2023,12001
C_CND_017039,17039,78758-7841,8/26/2023,15000
C_CND_017040,17040,99301-3882,8/26/2023,60001
C_CND_017041,17041,60504-7114,8/26/2023,21000
C_CND_017042,17042,85257-3102,8/26/2023,69001
C_CND_017043,17043,78758-7841,8/26/2023,17501
C_CND_017044,17044,53546-9427,8/26/2023,26501
C_CND_017045,17045,85257-3102,8/26/2023,21701
C_CND_017046,17046,78758-7841,8/26/2023,12101
C_CND_017047,17047,06457-3834,8/26/2023,16001
C_CND_017048,17048,60504-7114,8/26/2023,20701
C_CND_017049,17049,38701-8047,8/26/2023,23001
C_CND_017050,17050,78758-7841,8/26/2023,45001
C_CND_017051,17051,06457-3834,8/26/2023,62000
C_CND_017052,17052,60504-7114,8/26/2023,32000
C_CND_017053,17053,38701-8047,8/26/2023,43000
C_CND_017054,17054,99301-3882,8/26/2023,12000
C_CND_017055,17055,53546-9427,8/26/2023,24200
C_CND_017056,17056,85257-3102,8/26/2023,27000
C_CND_017057,17057,78758-7841,8/26/2023,27000
C_CND_017058,17058,78758-7841,8/26/2023,22001
C_CND_017059,17059,60504-7114,8/26/2023,46000
C_CND_017060,17060,85257-3102,8/26/2023,26001
C_CND_017061,17061,99301-3882,8/26/2023,25000
C_CND_017062,17062,53546-9427,8/26/2023,12000
C_CND_017063,17063,06457-3834,8/26/2023,22001
C_CND_017064,17064,78758-7841,8/26/2023,75000
C_CND_017065,17065,53546-9427,8/26/2023,60250
C_CND_017066,17066,85257-3102,8/26/2023,38000
C_CND_017067,17067,78758-7841,8/26/2023,17800
C_CND_017068,17068,60504-7114,8/26/2023,19001
C_CND_017069,17069,60504-7114,8/26/2023,26001
C_CND_017070,17070,38701-8047,8/26/2023,20001
C_CND_017071,17071,85257-3102,8/26/2023,25000
C_CND_017072,17072,78758-7841,8/26/2023,18000
C_CND_017073,17073,06457-3834,8/26/2023,18500
C_CND_017074,17074,78758-7841,8/26/2023,26000
C_CND_017075,17075,38701-8047,8/26/2023,19000
C_CND_017076,17076,60504-7114,8/26/2023,17001
C_CND_017077,17077,53546-9427,8/26/2023,12000
C_CND_017078,17078,99301-3882,8/26/2023,26001
C_CND_017079,17079,78758-7841,8/26/2023,24000
C_CND_017080,17080,53546-9427,8/26/2023,26000
C_CND_017081,17081,85257-3102,8/26/2023,69000
C_CND_017082,17082,78758-7841,8/26/2023,71000
C_CND_017083,17083,06457-3834,8/26/2023,19000
C_CND_017084,17084,60504-7114,8/26/2023,32000
C_CND_017085,17085,38701-8047,8/26/2023,60000
C_CND_017086,17086,99301-3882,8/26/2023,17000
C_CND_017087,17087,53546-9427,8/26/2023,27000
C_CND_017088,17088,85257-3102,8/26/2023,19000
C_CND_017089,17089,78758-7841,8/26/2023,28000
C_CND_017090,17090,06457-3834,8/26/2023,12000
C_CND_017091,17091,99301-3882,8/26/2023,25000
C_CND_017092,17092,53546-9427,8/26/2023,18000
C_CND_017093,17093,78758-7841,8/26/2023,11200
C_CND_017094,17094,06457-3834,8/26/2023,26000
C_CND_017095,17095,60504-7114,8/26/2023,19000
C_CND_017096,17096,38701-8047,8/26/2023,31000
C_CND_017097,17097,99301-3882,8/26/2023,32000
C_CND_017098,17098,53546-9427,8/26/2023,31000
C_CND_017099,17099,85257-3102,8/26/2023,61000
C_CND_017100,17100,78758-7841,8/26/2023,21000
C_CND_017101,17101,06457-3834,8/26/2023,14000
C_CND_017102,17102,60504-7114,8/26/2023,18000
C_CND_017103,17103,38701-8047,8/26/2023,17000
C_CND_017104,17104,60504-7114,8/26/2023,53500
C_CND_017105,17105,53546-9427,8/26/2023,21000
C_CND_017106,17106,85257-3102,8/26/2023,28000
C_CND_017107,17107,78758-7841,8/26/2023,60000
C_CND_017108,17108,53546-9427,8/26/2023,21000
C_CND_017109,17109,06457-3834,8/26/2023,21500
C_CND_017110,17110,78758-7841,8/26/2023,9000
C_CND_017111,17111,38701-8047,8/26/2023,26001
C_CND_017112,17112,53546-9427,8/26/2023,19000
C_CND_017113,17113,99301-3882,8/26/2023,22001
C_CND_017114,17114,78758-7841,8/26/2023,12500
C_CND_017115,17115,06457-3834,8/26/2023,22000
C_CND_017116,17116,60504-7114,8/26/2023,10000
C_CND_017117,17117,38701-8047,8/26/2023,42000
C_CND_017118,17118,99301-3882,8/26/2023,18000
C_CND_017119,17119,53546-9427,8/26/2023,25000
C_CND_017120,17120,85257-3102,8/26/2023,25500
C_CND_017121,17121,78758-7841,8/26/2023,14000
C_CND_017122,17122,06457-3834,8/26/2023,41001
C_CND_017123,17123,60504-7114,8/26/2023,22001
C_CND_017124,17124,38701-8047,8/26/2023,34751
C_CND_017125,17125,53546-9427,8/26/2023,18001
C_CND_017126,17126,53546-9427,8/26/2023,33001
C_CND_017127,17127,85257-3102,8/26/2023,42001
C_CND_017128,17128,78758-7841,8/26/2023,22000
C_CND_017129,17129,53546-9427,8/26/2023,13501
C_CND_017130,17130,85257-3102,8/26/2023,85601
C_CND_017131,17131,53546-9427,8/27/2023,36501
C_CND_017132,17132,85257-3102,8/27/2023,25001
C_CND_017133,17133,78758-7841,8/27/2023,18001
C_CND_017134,17134,60504-7114,8/27/2023,39000
C_CND_017135,17135,60504-7114,8/27/2023,69001
C_CND_017136,17136,38701-8047,8/27/2023,27501
C_CND_017137,17137,99301-3882,8/27/2023,36001
C_CND_017138,17138,53546-9427,8/27/2023,14001
C_CND_017139,17139,85257-3102,8/27/2023,9001
C_CND_017140,17140,78758-7841,8/27/2023,12001
C_CND_017141,17141,06457-3834,8/27/2023,31501
C_CND_017142,17142,38701-8047,8/27/2023,19000
C_CND_017143,17143,38701-8047,8/27/2023,29001
C_CND_017144,17144,99301-3882,8/27/2023,9001
C_CND_017145,17145,99301-3882,8/27/2023,44001
C_CND_017146,17146,78758-7841,8/27/2023,46001
C_CND_017147,17147,78758-7841,8/27/2023,45000
C_CND_017148,17148,06457-3834,8/27/2023,19000
C_CND_017149,17149,60504-7114,8/27/2023,20000
C_CND_017150,17150,06457-3834,8/27/2023,39001
C_CND_017151,17151,99301-3882,8/27/2023,22000
C_CND_017152,17152,99301-3882,8/27/2023,26001
C_CND_017153,17153,85257-3102,8/27/2023,69000
C_CND_017154,17154,78758-7841,8/27/2023,27000
C_CND_017155,17155,06457-3834,8/27/2023,24000
C_CND_017156,17156,53546-9427,8/27/2023,25001
C_CND_017157,17157,60504-7114,8/27/2023,14000
C_CND_017158,17158,99301-3882,8/27/2023,21000
C_CND_017159,17159,99301-3882,8/27/2023,12200
C_CND_017160,17160,78758-7841,8/27/2023,25500
C_CND_017161,17161,85257-3102,8/27/2023,21000
C_CND_017162,17162,78758-7841,8/27/2023,19300
C_CND_017163,17163,06457-3834,8/27/2023,19000
C_CND_017164,17164,60504-7114,8/27/2023,85000
C_CND_017165,17165,38701-8047,8/27/2023,19000
C_CND_017166,17166,38701-8047,8/27/2023,45001
C_CND_017167,17167,99301-3882,8/27/2023,16001
C_CND_017168,17168,60504-7114,8/27/2023,22000
C_CND_017169,17169,78758-7841,8/27/2023,19000
C_CND_017170,17170,06457-3834,8/27/2023,20001
C_CND_017171,17171,60504-7114,8/27/2023,29001
C_CND_017172,17172,85257-3102,8/27/2023,16500
C_CND_017173,17173,99301-3882,8/27/2023,22001
C_CND_017174,17174,53546-9427,8/27/2023,43001
C_CND_017175,17175,85257-3102,8/27/2023,21501
C_CND_017176,17176,78758-7841,8/27/2023,11001
C_CND_017177,17177,99301-3882,8/27/2023,22000
C_CND_017178,17178,60504-7114,8/27/2023,24001
C_CND_017179,17179,38701-8047,8/27/2023,37001
C_CND_017180,17180,99301-3882,8/27/2023,33001
C_CND_017181,17181,53546-9427,8/27/2023,18001
C_CND_017182,17182,85257-3102,8/27/2023,21001
C_CND_017183,17183,78758-7841,8/27/2023,43001
C_CND_017184,17184,06457-3834,8/27/2023,43001
C_CND_017185,17185,60504-7114,8/27/2023,25001
C_CND_017186,17186,85257-3102,8/27/2023,21000
C_CND_017187,17187,99301-3882,8/27/2023,24001
C_CND_017188,17188,60504-7114,8/27/2023,13000
C_CND_017189,17189,85257-3102,8/27/2023,19001
C_CND_017190,17190,78758-7841,8/27/2023,37001
C_CND_017191,17191,06457-3834,8/27/2023,17001
C_CND_017192,17192,60504-7114,8/27/2023,29001
C_CND_017193,17193,38701-8047,8/27/2023,46001
C_CND_017194,17194,99301-3882,8/27/2023,27001
C_CND_017195,17195,53546-9427,8/27/2023,19001
C_CND_017196,17196,99301-3882,8/28/2023,31001
C_CND_017197,17197,53546-9427,8/28/2023,62001
C_CND_017198,17198,85257-3102,8/28/2023,14001
C_CND_017199,17199,78758-7841,8/28/2023,18001
C_CND_017200,17200,06457-3834,8/28/2023,31001
C_CND_017201,17201,60504-7114,8/28/2023,17001
C_CND_017202,17202,38701-8047,8/28/2023,12001
C_CND_017203,17203,60504-7114,8/28/2023,24001
C_CND_017204,17204,53546-9427,8/28/2023,33000
C_CND_017205,17205,85257-3102,8/28/2023,12000
C_CND_017206,17206,78758-7841,8/28/2023,18001
C_CND_017207,17207,53546-9427,8/28/2023,16401
C_CND_017208,17208,78758-7841,8/28/2023,22000
C_CND_017209,17209,60504-7114,8/28/2023,18500
C_CND_017210,17210,38701-8047,8/28/2023,19000
C_CND_017211,17211,99301-3882,8/28/2023,60000
C_CND_017212,17212,53546-9427,8/28/2023,46000
C_CND_017213,17213,85257-3102,8/28/2023,60000
C_CND_017214,17214,99301-3882,8/28/2023,18001
C_CND_017215,17215,78758-7841,8/28/2023,21001
C_CND_017216,17216,60504-7114,8/28/2023,39001
C_CND_017217,17217,53546-9427,8/28/2023,21001
C_CND_017218,17218,06457-3834,8/28/2023,25001
C_CND_017219,17219,53546-9427,8/28/2023,31001
C_CND_017220,17220,85257-3102,8/28/2023,24001
C_CND_017221,17221,78758-7841,8/28/2023,46001
C_CND_017222,17222,06457-3834,8/28/2023,39001
C_CND_017223,17223,60504-7114,8/28/2023,24001
C_CND_017224,17224,38701-8047,8/28/2023,36001
C_CND_017225,17225,99301-3882,8/28/2023,10001
C_CND_017226,17226,38701-8047,8/29/2023,16001
C_CND_017227,17227,99301-3882,8/29/2023,19000
C_CND_017228,17228,53546-9427,8/29/2023,22001
C_CND_017229,17229,85257-3102,8/29/2023,53001
C_CND_017230,17230,78758-7841,8/29/2023,22001
C_CND_017231,17231,06457-3834,8/29/2023,25001
C_CND_017232,17232,60504-7114,8/29/2023,26001
C_CND_017233,17233,38701-8047,8/29/2023,38001
C_CND_017234,17234,99301-3882,8/29/2023,43001
C_CND_017235,17235,60504-7114,8/29/2023,22001
C_CND_017236,17236,38701-8047,8/29/2023,12501
C_CND_017237,17237,99301-3882,8/29/2023,45000
C_CND_017238,17238,53546-9427,8/29/2023,14000
C_CND_017239,17239,85257-3102,8/29/2023,35000
C_CND_017240,17240,78758-7841,8/29/2023,34000
C_CND_017241,17241,78758-7841,8/29/2023,25001
C_CND_017242,17242,60504-7114,8/29/2023,26500
C_CND_017243,17243,78758-7841,8/29/2023,39001
C_CND_017244,17244,78758-7841,8/29/2023,18000
C_CND_017245,17245,06457-3834,8/29/2023,20000
C_CND_017246,17246,60504-7114,8/29/2023,25000
C_CND_017247,17247,78758-7841,8/29/2023,17501
C_CND_017248,17248,99301-3882,8/29/2023,19000
C_CND_017249,17249,53546-9427,8/29/2023,45000
C_CND_017250,17250,78758-7841,8/29/2023,41200
C_CND_017251,17251,78758-7841,8/29/2023,19000
C_CND_017252,17252,53546-9427,8/29/2023,33500
C_CND_017253,17253,85257-3102,8/29/2023,16001
C_CND_017254,17254,78758-7841,8/29/2023,14601
C_CND_017255,17255,06457-3834,8/29/2023,24001
C_CND_017256,17256,99301-3882,8/29/2023,45501
C_CND_017257,17257,38701-8047,8/29/2023,14000
C_CND_017258,17258,53546-9427,8/29/2023,16000
C_CND_017259,17259,53546-9427,8/29/2023,45000
C_CND_017260,17260,85257-3102,8/29/2023,25000
C_CND_017261,17261,85257-3102,8/29/2023,27001
C_CND_017262,17262,38701-8047,8/29/2023,24000
C_CND_017263,17263,53546-9427,8/29/2023,12000
C_CND_017264,17264,85257-3102,8/29/2023,27000
C_CND_017265,17265,78758-7841,8/29/2023,26000
C_CND_017266,17266,06457-3834,8/29/2023,34200
C_CND_017267,17267,60504-7114,8/29/2023,19000
C_CND_017268,17268,38701-8047,8/29/2023,19000
C_CND_017269,17269,53546-9427,8/29/2023,71000
C_CND_017270,17270,85257-3102,8/29/2023,19000
C_CND_017271,17271,53546-9427,8/30/2023,13001
C_CND_017272,17272,85257-3102,8/30/2023,13501
C_CND_017273,17273,78758-7841,8/30/2023,16501
C_CND_017274,17274,53546-9427,8/30/2023,20001
C_CND_017275,17275,85257-3102,8/30/2023,26001
C_CND_017276,17276,78758-7841,8/30/2023,13001
C_CND_017277,17277,06457-3834,8/30/2023,20001
C_CND_017278,17278,38701-8047,8/30/2023,51001
C_CND_017279,17279,53546-9427,8/30/2023,13000
C_CND_017280,17280,78758-7841,8/30/2023,22001
C_CND_017281,17281,78758-7841,8/30/2023,12000
C_CND_017282,17282,53546-9427,8/30/2023,35000
C_CND_017283,17283,85257-3102,8/30/2023,22000
C_CND_017284,17284,53546-9427,8/30/2023,22001
C_CND_017285,17285,85257-3102,8/30/2023,25000
C_CND_017286,17286,78758-7841,8/30/2023,12800
C_CND_017287,17287,38701-8047,8/30/2023,42001
C_CND_017288,17288,53546-9427,8/30/2023,42000
C_CND_017289,17289,78758-7841,8/30/2023,75000
C_CND_017290,17290,53546-9427,8/30/2023,33001
C_CND_017291,17291,60504-7114,8/30/2023,41500
C_CND_017292,17292,06457-3834,8/30/2023,14000
C_CND_017293,17293,60504-7114,8/30/2023,60000
C_CND_017294,17294,38701-8047,8/30/2023,14000
C_CND_017295,17295,99301-3882,8/30/2023,19000
C_CND_017296,17296,53546-9427,8/30/2023,28000
C_CND_017297,17297,85257-3102,8/30/2023,60500
C_CND_017298,17298,78758-7841,8/30/2023,22000
C_CND_017299,17299,78758-7841,8/30/2023,26000
C_CND_017300,17300,06457-3834,8/30/2023,22500
C_CND_017301,17301,60504-7114,8/30/2023,17500
C_CND_017302,17302,38701-8047,8/30/2023,39500
C_CND_017303,17303,99301-3882,8/30/2023,9500
C_CND_017304,17304,53546-9427,8/30/2023,27000
C_CND_017305,17305,60504-7114,8/30/2023,49000
C_CND_017306,17306,60504-7114,8/31/2023,26001
C_CND_017307,17307,06457-3834,8/31/2023,13500
C_CND_017308,17308,85257-3102,8/31/2023,15250
C_CND_017309,17309,53546-9427,8/31/2023,22000
C_CND_017310,17310,53546-9427,8/31/2023,44000
C_CND_017311,17311,38701-8047,9/1/2023,71001
C_CND_017312,17312,53546-9427,9/1/2023,45000
C_CND_017313,17313,53546-9427,9/1/2023,20001
C_CND_017314,17314,85257-3102,9/1/2023,24001
C_CND_017315,17315,78758-7841,9/1/2023,31001
C_CND_017316,17316,06457-3834,9/1/2023,20001
C_CND_017317,17317,60504-7114,9/1/2023,18001
C_CND_017318,17318,38701-8047,9/1/2023,53001
C_CND_017319,17319,99301-3882,9/1/2023,22000
C_CND_017320,17320,78758-7841,9/1/2023,34000
C_CND_017321,17321,85257-3102,9/1/2023,19001
C_CND_017322,17322,99301-3882,9/1/2023,12000
C_CND_017323,17323,06457-3834,9/1/2023,36501
C_CND_017324,17324,60504-7114,9/1/2023,17001
C_CND_017325,17325,38701-8047,9/1/2023,75001
C_CND_017326,17326,99301-3882,9/1/2023,24001
C_CND_017327,17327,53546-9427,9/1/2023,27001
